Coordinates,Label
"4.956515312194824,5.595746040344238",Deep Learning for Medical Imaging and Analysis
"2.1486260890960693,11.652290344238281",Deep Learning for Medical Imaging and Analysis
"0.5349555015563965,9.590320587158203",Deep Learning for Medical Imaging and Analysis
"0.38255447149276733,10.429282188415527",Deep Learning for Medical Imaging and Analysis
"1.7931410074234009,5.923246383666992",Deep Learning for Medical Imaging and Analysis
"4.391488552093506,8.819695472717285",Deep Learning for Medical Imaging and Analysis
"-2.185559034347534,9.952937126159668",Deep Learning for Medical Imaging and Analysis
"4.5960516929626465,9.934128761291504",Deep Learning for Medical Imaging and Analysis
"5.953638076782227,9.84368896484375",Deep Learning for Medical Imaging and Analysis
"0.7357085943222046,4.434206962585449",Deep Learning for Medical Imaging and Analysis
"1.9292902946472168,7.71200704574585",Deep Learning for Medical Imaging and Analysis
"4.924076557159424,8.743260383605957",Deep Learning for Medical Imaging and Analysis
"2.26819109916687,5.736802577972412",Deep Learning for Medical Imaging and Analysis
"4.469898700714111,8.917649269104004",Deep Learning for Medical Imaging and Analysis
"-2.419219970703125,7.12501335144043",Deep Learning for Medical Imaging and Analysis
"0.36587053537368774,5.989999294281006",Deep Learning for Medical Imaging and Analysis
"3.8088009357452393,8.508726119995117",Deep Learning for Medical Imaging and Analysis
"-0.3681009113788605,5.795807361602783",Deep Learning for Medical Imaging and Analysis
"6.109650135040283,7.518979549407959",Deep Learning for Medical Imaging and Analysis
"6.890726089477539,9.52392578125",Deep Learning for Medical Imaging and Analysis
"4.409308910369873,10.570610046386719",Deep Learning for Medical Imaging and Analysis
"0.3894447684288025,6.976142883300781",Deep Learning for Medical Imaging and Analysis
"5.272085189819336,7.251129150390625",Deep Learning for Medical Imaging and Analysis
"5.4611897468566895,12.66309642791748",Deep Learning for Medical Imaging and Analysis
"6.452688217163086,8.267378807067871",Deep Learning for Medical Imaging and Analysis
"6.394415378570557,11.275505065917969",Deep Learning for Medical Imaging and Analysis
"4.396030426025391,11.136163711547852",Deep Learning for Medical Imaging and Analysis
"1.5268718004226685,9.94602108001709",Deep Learning for Medical Imaging and Analysis
"3.7952117919921875,7.431958198547363",Deep Learning for Medical Imaging and Analysis
"6.919579982757568,12.297627449035645",Deep Learning for Medical Imaging and Analysis
"2.9960930347442627,8.104148864746094",Deep Learning for Medical Imaging and Analysis
"7.910239219665527,7.871338367462158",Deep Learning for Medical Imaging and Analysis
"4.952030181884766,8.792903900146484",Deep Learning for Medical Imaging and Analysis
"-0.8996411561965942,9.046913146972656",Deep Learning for Medical Imaging and Analysis
"0.8792333006858826,7.756711959838867",Deep Learning for Medical Imaging and Analysis
"6.103535175323486,5.686112403869629",Deep Learning for Medical Imaging and Analysis
"4.453387260437012,9.638670921325684",Deep Learning for Medical Imaging and Analysis
"4.87519645690918,11.411676406860352",Deep Learning for Medical Imaging and Analysis
"7.1110944747924805,12.820761680603027",Deep Learning for Medical Imaging and Analysis
"6.581314563751221,6.193780422210693",Deep Learning for Medical Imaging and Analysis
"-0.9095949530601501,4.787637233734131",Deep Learning for Medical Imaging and Analysis
"-0.8000569939613342,6.820942401885986",Deep Learning for Medical Imaging and Analysis
"0.894978404045105,12.009366035461426",Deep Learning for Medical Imaging and Analysis
"3.6923818588256836,10.344040870666504",Deep Learning for Medical Imaging and Analysis
"-0.29595285654067993,5.08282995223999",Deep Learning for Medical Imaging and Analysis
"4.341475963592529,11.310302734375",Deep Learning for Medical Imaging and Analysis
"-1.144670009613037,6.536557674407959",Deep Learning for Medical Imaging and Analysis
"-1.959715485572815,8.312466621398926",Deep Learning for Medical Imaging and Analysis
"0.6436092257499695,5.258392810821533",Deep Learning for Medical Imaging and Analysis
"2.906702756881714,9.835410118103027",Deep Learning for Medical Imaging and Analysis
"6.554373741149902,11.143033027648926",Deep Learning for Medical Imaging and Analysis
"2.3953988552093506,9.702016830444336",Deep Learning for Medical Imaging and Analysis
"7.969790458679199,10.2250337600708",Deep Learning for Medical Imaging and Analysis
"0.6988435387611389,8.73591136932373",Deep Learning for Medical Imaging and Analysis
"8.141599655151367,10.510972023010254",Deep Learning for Medical Imaging and Analysis
"6.522387504577637,10.051462173461914",Deep Learning for Medical Imaging and Analysis
"-2.1934731006622314,6.218557834625244",Deep Learning for Medical Imaging and Analysis
"8.03384017944336,10.330389976501465",Deep Learning for Medical Imaging and Analysis
"8.586759567260742,6.498581886291504",Deep Learning for Medical Imaging and Analysis
"-1.8238862752914429,11.139431953430176",Deep Learning for Medical Imaging and Analysis
"4.6103105545043945,10.499951362609863",Deep Learning for Medical Imaging and Analysis
"9.757410049438477,6.405298709869385",Deep Learning for Medical Imaging and Analysis
"7.958512783050537,9.510520935058594",Deep Learning for Medical Imaging and Analysis
"-1.9610321521759033,6.103280067443848",Deep Learning for Medical Imaging and Analysis
"3.1183080673217773,8.035698890686035",Deep Learning for Medical Imaging and Analysis
"6.078497409820557,5.616415500640869",Deep Learning for Medical Imaging and Analysis
"5.684885501861572,10.516826629638672",Deep Learning for Medical Imaging and Analysis
"4.380781173706055,9.496338844299316",Deep Learning for Medical Imaging and Analysis
"0.952365517616272,11.387941360473633",Deep Learning for Medical Imaging and Analysis
"4.151342391967773,9.903351783752441",Deep Learning for Medical Imaging and Analysis
"4.606553077697754,10.233416557312012",Deep Learning for Medical Imaging and Analysis
"3.5529184341430664,6.189791679382324",Deep Learning for Medical Imaging and Analysis
"6.042874336242676,8.517909049987793",Deep Learning for Medical Imaging and Analysis
"3.4479475021362305,10.95191764831543",Deep Learning for Medical Imaging and Analysis
"1.1811484098434448,11.375489234924316",Deep Learning for Medical Imaging and Analysis
"3.939718246459961,5.068602561950684",Deep Learning for Medical Imaging and Analysis
"7.132235527038574,9.208654403686523",Deep Learning for Medical Imaging and Analysis
"2.573139190673828,4.767492294311523",Deep Learning for Medical Imaging and Analysis
"4.99808406829834,5.8933000564575195",Deep Learning for Medical Imaging and Analysis
"4.103562355041504,5.4808759689331055",Deep Learning for Medical Imaging and Analysis
"-2.215406894683838,8.02223014831543",Deep Learning for Medical Imaging and Analysis
"-0.8245106339454651,5.081740856170654",Deep Learning for Medical Imaging and Analysis
"-1.764710783958435,6.860846042633057",Deep Learning for Medical Imaging and Analysis
"3.8593790531158447,13.34483814239502",Deep Learning for Medical Imaging and Analysis
"3.1129844188690186,8.400599479675293",Deep Learning for Medical Imaging and Analysis
"7.5377421379089355,7.619500160217285",Deep Learning for Medical Imaging and Analysis
"4.27142333984375,5.725363254547119",Deep Learning for Medical Imaging and Analysis
"0.9518951177597046,11.067667961120605",Deep Learning for Medical Imaging and Analysis
"0.40696823596954346,7.658262729644775",Deep Learning for Medical Imaging and Analysis
"-3.039620876312256,5.428661823272705",Deep Learning for Medical Imaging and Analysis
"9.902435302734375,6.292665481567383",Deep Learning for Medical Imaging and Analysis
"6.290164470672607,12.1814546585083",Deep Learning for Medical Imaging and Analysis
"1.0731124877929688,5.161704063415527",Deep Learning for Medical Imaging and Analysis
"-0.9869397282600403,7.758340358734131",Deep Learning for Medical Imaging and Analysis
"3.5957694053649902,9.738801002502441",Deep Learning for Medical Imaging and Analysis
"-0.8531335592269897,6.952797889709473",Deep Learning for Medical Imaging and Analysis
"3.1361262798309326,10.529900550842285",Deep Learning for Medical Imaging and Analysis
"1.9143885374069214,11.858342170715332",Deep Learning for Medical Imaging and Analysis
"2.6476292610168457,12.381575584411621",Deep Learning for Medical Imaging and Analysis
"4.022487640380859,7.0602126121521",Deep Learning for Medical Imaging and Analysis
"6.050013065338135,9.833958625793457",Deep Learning for Medical Imaging and Analysis
"4.826976776123047,9.269041061401367",Deep Learning for Medical Imaging and Analysis
"1.9345386028289795,11.821807861328125",Deep Learning for Medical Imaging and Analysis
"4.605014801025391,8.889812469482422",Deep Learning for Medical Imaging and Analysis
"-2.1941075325012207,6.429064750671387",Deep Learning for Medical Imaging and Analysis
"-1.9946521520614624,9.757526397705078",Deep Learning for Medical Imaging and Analysis
"2.0132975578308105,5.802153587341309",Deep Learning for Medical Imaging and Analysis
"7.3743109703063965,13.04455280303955",Deep Learning for Medical Imaging and Analysis
"-1.9624969959259033,7.5606584548950195",Deep Learning for Medical Imaging and Analysis
"5.500168323516846,7.214037895202637",Deep Learning for Medical Imaging and Analysis
"2.68717360496521,10.694010734558105",Deep Learning for Medical Imaging and Analysis
"0.9446743130683899,10.825488090515137",Deep Learning for Medical Imaging and Analysis
"-0.871395468711853,7.816249370574951",Deep Learning for Medical Imaging and Analysis
"2.372319221496582,8.503610610961914",Deep Learning for Medical Imaging and Analysis
"6.009416103363037,13.163934707641602",Deep Learning for Medical Imaging and Analysis
"5.645822525024414,4.512914657592773",Deep Learning for Medical Imaging and Analysis
"4.107602119445801,10.727253913879395",Deep Learning for Medical Imaging and Analysis
"4.049789905548096,5.075516223907471",Deep Learning for Medical Imaging and Analysis
"3.871090888977051,5.370179176330566",Deep Learning for Medical Imaging and Analysis
"5.104098796844482,7.461918354034424",Deep Learning for Medical Imaging and Analysis
"5.589536666870117,8.231819152832031",Deep Learning for Medical Imaging and Analysis
"4.545786380767822,9.345061302185059",Deep Learning for Medical Imaging and Analysis
"6.145081043243408,13.350552558898926",Deep Learning for Medical Imaging and Analysis
"0.19984644651412964,7.138880252838135",Deep Learning for Medical Imaging and Analysis
"10.01540470123291,6.1805500984191895",Deep Learning for Medical Imaging and Analysis
"2.787158250808716,10.426671981811523",Deep Learning for Medical Imaging and Analysis
"2.6961936950683594,10.476385116577148",Deep Learning for Medical Imaging and Analysis
"4.995390892028809,9.812973976135254",Deep Learning for Medical Imaging and Analysis
"-0.9911496043205261,6.643531322479248",Deep Learning for Medical Imaging and Analysis
"0.7812094688415527,7.610160827636719",Deep Learning for Medical Imaging and Analysis
"0.014078873209655285,6.2680768966674805",Deep Learning for Medical Imaging and Analysis
"0.8083432912826538,7.636178493499756",Deep Learning for Medical Imaging and Analysis
"2.6443910598754883,4.644111633300781",Deep Learning for Medical Imaging and Analysis
"5.635409832000732,9.146912574768066",Deep Learning for Medical Imaging and Analysis
"-1.0741387605667114,4.940103530883789",Deep Learning for Medical Imaging and Analysis
"4.369326114654541,13.090536117553711",Deep Learning for Medical Imaging and Analysis
"-0.3309447467327118,8.659136772155762",Deep Learning for Medical Imaging and Analysis
"4.6151347160339355,8.75906753540039",Deep Learning for Medical Imaging and Analysis
"2.058030366897583,11.628437042236328",Deep Learning for Medical Imaging and Analysis
"-0.5278815627098083,7.479029178619385",Deep Learning for Medical Imaging and Analysis
"-0.8293678164482117,9.089585304260254",Deep Learning for Medical Imaging and Analysis
"-1.1542365550994873,4.885221481323242",Deep Learning for Medical Imaging and Analysis
"5.025221824645996,6.31538200378418",Deep Learning for Medical Imaging and Analysis
"2.3706111907958984,8.426859855651855",Deep Learning for Medical Imaging and Analysis
"0.2132880538702011,7.083151340484619",Deep Learning for Medical Imaging and Analysis
"4.276618957519531,9.946491241455078",Deep Learning for Medical Imaging and Analysis
"2.8084588050842285,13.171634674072266",Deep Learning for Medical Imaging and Analysis
"8.069782257080078,8.583571434020996",Deep Learning for Medical Imaging and Analysis
"1.5914418697357178,5.893321990966797",Deep Learning for Medical Imaging and Analysis
"-0.5862416625022888,5.157804012298584",Deep Learning for Medical Imaging and Analysis
"7.886519432067871,9.20166015625",Deep Learning for Medical Imaging and Analysis
"-1.4343633651733398,6.184775352478027",Deep Learning for Medical Imaging and Analysis
"5.355458736419678,6.607231140136719",Deep Learning for Medical Imaging and Analysis
"2.788316488265991,13.71435832977295",Deep Learning for Medical Imaging and Analysis
"-0.8025756478309631,6.252710819244385",Deep Learning for Medical Imaging and Analysis
"-2.9236228466033936,7.829288959503174",Deep Learning for Medical Imaging and Analysis
"2.3385744094848633,10.503266334533691",Deep Learning for Medical Imaging and Analysis
"4.577495098114014,5.5146942138671875",Deep Learning for Medical Imaging and Analysis
"4.034743309020996,10.58057975769043",Deep Learning for Medical Imaging and Analysis
"3.962522029876709,5.6989030838012695",Deep Learning for Medical Imaging and Analysis
"6.134416103363037,4.704073429107666",Deep Learning for Medical Imaging and Analysis
"7.436666488647461,12.290654182434082",Deep Learning for Medical Imaging and Analysis
"2.190244197845459,10.293749809265137",Deep Learning for Medical Imaging and Analysis
"-2.8893373012542725,8.377656936645508",Deep Learning for Medical Imaging and Analysis
"4.28403377532959,12.361358642578125",Deep Learning for Medical Imaging and Analysis
"0.4610302150249481,8.6715087890625",Deep Learning for Medical Imaging and Analysis
"-0.9531606435775757,9.00543212890625",Deep Learning for Medical Imaging and Analysis
"2.794955253601074,8.445296287536621",Deep Learning for Medical Imaging and Analysis
"6.104459762573242,10.461004257202148",Deep Learning for Medical Imaging and Analysis
"-0.7062186002731323,8.387639999389648",Deep Learning for Medical Imaging and Analysis
"2.3983147144317627,5.748073101043701",Deep Learning for Medical Imaging and Analysis
"-0.7556156516075134,9.17334270477295",Deep Learning for Medical Imaging and Analysis
"-0.5466573238372803,5.220365047454834",Deep Learning for Medical Imaging and Analysis
"-0.5717712044715881,4.98690938949585",Deep Learning for Medical Imaging and Analysis
"4.263955116271973,6.657556533813477",Deep Learning for Medical Imaging and Analysis
"4.574795722961426,11.281861305236816",Deep Learning for Medical Imaging and Analysis
"-0.5656962394714355,6.261500835418701",Deep Learning for Medical Imaging and Analysis
"-1.1373823881149292,6.866666316986084",Deep Learning for Medical Imaging and Analysis
"3.7103497982025146,11.180299758911133",Deep Learning for Medical Imaging and Analysis
"-3.130903720855713,5.413118362426758",Deep Learning for Medical Imaging and Analysis
"0.4345504641532898,6.571413516998291",Deep Learning for Medical Imaging and Analysis
"2.1091465950012207,9.620019912719727",Deep Learning for Medical Imaging and Analysis
"4.614138126373291,7.406296730041504",Deep Learning for Medical Imaging and Analysis
"9.010828971862793,7.978981971740723",Deep Learning for Medical Imaging and Analysis
"-2.7910878658294678,7.464095115661621",Deep Learning for Medical Imaging and Analysis
"5.662775039672852,12.76120662689209",Deep Learning for Medical Imaging and Analysis
"3.971102237701416,7.953710079193115",Deep Learning for Medical Imaging and Analysis
"0.9912681579589844,7.438537120819092",Deep Learning for Medical Imaging and Analysis
"2.0893802642822266,6.017092227935791",Deep Learning for Medical Imaging and Analysis
"-0.04127325490117073,7.059483051300049",Deep Learning for Medical Imaging and Analysis
"1.8172037601470947,5.776119232177734",Deep Learning for Medical Imaging and Analysis
"-2.4422214031219482,7.149933338165283",Deep Learning for Medical Imaging and Analysis
"-1.9362725019454956,7.485787391662598",Deep Learning for Medical Imaging and Analysis
"4.461187362670898,8.960338592529297",Deep Learning for Medical Imaging and Analysis
"-2.2864174842834473,8.573047637939453",Deep Learning for Medical Imaging and Analysis
"-1.1698631048202515,5.1162519454956055",Deep Learning for Medical Imaging and Analysis
"4.603647708892822,11.355867385864258",Deep Learning for Medical Imaging and Analysis
"6.163118839263916,8.204367637634277",Deep Learning for Medical Imaging and Analysis
"4.692037582397461,11.080765724182129",Deep Learning for Medical Imaging and Analysis
"8.24002742767334,6.627985954284668",Deep Learning for Medical Imaging and Analysis
"0.832767128944397,5.444705009460449",Deep Learning for Medical Imaging and Analysis
"-1.1778886318206787,4.933460235595703",Deep Learning for Medical Imaging and Analysis
"5.599400043487549,7.503953456878662",Deep Learning for Medical Imaging and Analysis
"3.2713255882263184,7.1822123527526855",Deep Learning for Medical Imaging and Analysis
"-0.06366664916276932,7.039500713348389",Deep Learning for Medical Imaging and Analysis
"7.802096366882324,7.883109092712402",Deep Learning for Medical Imaging and Analysis
"2.092825174331665,7.028653144836426",Deep Learning for Medical Imaging and Analysis
"4.625156879425049,9.091300010681152",Deep Learning for Medical Imaging and Analysis
"-2.5513265132904053,7.876447677612305",Deep Learning for Medical Imaging and Analysis
"-0.526281476020813,7.076167106628418",Deep Learning for Medical Imaging and Analysis
"-2.2420477867126465,8.538764953613281",Deep Learning for Medical Imaging and Analysis
"-1.772012710571289,10.623042106628418",Deep Learning for Medical Imaging and Analysis
"4.137638568878174,8.815479278564453",Deep Learning for Medical Imaging and Analysis
"-0.8455304503440857,9.16344165802002",Deep Learning for Medical Imaging and Analysis
"4.349335670471191,9.399927139282227",Deep Learning for Medical Imaging and Analysis
"8.257949829101562,12.912802696228027",Deep Learning for Medical Imaging and Analysis
"1.8561832904815674,9.729723930358887",Deep Learning for Medical Imaging and Analysis
"4.89750862121582,5.906074523925781",Deep Learning for Medical Imaging and Analysis
"6.09414529800415,13.406797409057617",Deep Learning for Medical Imaging and Analysis
"7.153459072113037,13.607436180114746",Deep Learning for Medical Imaging and Analysis
"7.817913055419922,8.502848625183105",Deep Learning for Medical Imaging and Analysis
"5.373493194580078,7.80505895614624",Deep Learning for Medical Imaging and Analysis
"5.111422538757324,7.737148284912109",Deep Learning for Medical Imaging and Analysis
"3.189547300338745,13.870112419128418",Deep Learning for Medical Imaging and Analysis
"6.828550338745117,7.313426971435547",Deep Learning for Medical Imaging and Analysis
"8.137931823730469,8.230146408081055",Deep Learning for Medical Imaging and Analysis
"4.257315635681152,9.330031394958496",Deep Learning for Medical Imaging and Analysis
"-2.4083914756774902,10.641852378845215",Deep Learning for Medical Imaging and Analysis
"-1.773363471031189,6.87266206741333",Deep Learning for Medical Imaging and Analysis
"6.267022609710693,6.13663387298584",Deep Learning for Medical Imaging and Analysis
"6.387599945068359,5.6447858810424805",Deep Learning for Medical Imaging and Analysis
"0.7856802344322205,5.04392147064209",Deep Learning for Medical Imaging and Analysis
"4.866854667663574,7.503275394439697",Computational Models of Complex Systems and Processes
"5.0707197189331055,4.096808433532715",Computational Models of Complex Systems and Processes
"6.468487739562988,12.933722496032715",Computational Models of Complex Systems and Processes
"1.2368906736373901,8.245626449584961",Computational Models of Complex Systems and Processes
"0.30349987745285034,12.273921966552734",Computational Models of Complex Systems and Processes
"-2.8909459114074707,8.444791793823242",Computational Models of Complex Systems and Processes
"7.4127068519592285,11.429749488830566",Computational Models of Complex Systems and Processes
"7.969099521636963,8.616547584533691",Computational Models of Complex Systems and Processes
"6.362587928771973,12.688504219055176",Computational Models of Complex Systems and Processes
"6.258537769317627,13.290491104125977",Computational Models of Complex Systems and Processes
"5.221485137939453,10.888758659362793",Computational Models of Complex Systems and Processes
"4.053528308868408,9.78653335571289",Computational Models of Complex Systems and Processes
"3.52313494682312,4.793519496917725",Computational Models of Complex Systems and Processes
"6.002760410308838,11.871967315673828",Computational Models of Complex Systems and Processes
"5.721139430999756,12.80946159362793",Computational Models of Complex Systems and Processes
"5.139054775238037,8.149057388305664",Computational Models of Complex Systems and Processes
"7.088249206542969,6.788643836975098",Computational Models of Complex Systems and Processes
"1.9109779596328735,10.430282592773438",Computational Models of Complex Systems and Processes
"4.995292663574219,7.755512714385986",Computational Models of Complex Systems and Processes
"2.3277642726898193,6.123408317565918",Computational Models of Complex Systems and Processes
"-0.3503706455230713,6.204926490783691",Computational Models of Complex Systems and Processes
"-2.1468629837036133,10.845064163208008",Computational Models of Complex Systems and Processes
"3.1312978267669678,5.524349689483643",Computational Models of Complex Systems and Processes
"6.367465972900391,12.300243377685547",Computational Models of Complex Systems and Processes
"2.442904472351074,10.037698745727539",Computational Models of Complex Systems and Processes
"3.69574236869812,11.480737686157227",Computational Models of Complex Systems and Processes
"8.519037246704102,7.254854202270508",Computational Models of Complex Systems and Processes
"2.1979730129241943,9.388813018798828",Computational Models of Complex Systems and Processes
"4.339753150939941,12.287725448608398",Computational Models of Complex Systems and Processes
"1.7186241149902344,4.509668827056885",Computational Models of Complex Systems and Processes
"-2.2591171264648438,10.866461753845215",Computational Models of Complex Systems and Processes
"-0.2420802265405655,6.940462112426758",Computational Models of Complex Systems and Processes
"-2.12703800201416,8.635818481445312",Computational Models of Complex Systems and Processes
"2.62200665473938,10.47380542755127",Computational Models of Complex Systems and Processes
"1.640860676765442,12.475821495056152",Computational Models of Complex Systems and Processes
"8.315261840820312,5.957240104675293",Computational Models of Complex Systems and Processes
"5.975821495056152,7.317233085632324",Computational Models of Complex Systems and Processes
"7.131525993347168,9.530440330505371",Computational Models of Complex Systems and Processes
"0.5141345262527466,6.409226894378662",Computational Models of Complex Systems and Processes
"-1.7429590225219727,7.725883960723877",Computational Models of Complex Systems and Processes
"-1.7856848239898682,6.438714504241943",Computational Models of Complex Systems and Processes
"-1.0161010026931763,7.760064601898193",Computational Models of Complex Systems and Processes
"-2.2104439735412598,8.606307983398438",Computational Models of Complex Systems and Processes
"8.300293922424316,9.032369613647461",Computational Models of Complex Systems and Processes
"1.9330984354019165,7.1168622970581055",Computational Models of Complex Systems and Processes
"9.860116958618164,6.013381481170654",Computational Models of Complex Systems and Processes
"2.782521963119507,7.987030029296875",Computational Models of Complex Systems and Processes
"5.935626029968262,13.255385398864746",Computational Models of Complex Systems and Processes
"2.8015265464782715,10.064447402954102",Computational Models of Complex Systems and Processes
"8.184700965881348,10.920931816101074",Computational Models of Complex Systems and Processes
"8.271992683410645,6.436394691467285",Computational Models of Complex Systems and Processes
"-1.8178545236587524,7.018926620483398",Computational Models of Complex Systems and Processes
"2.867161750793457,13.698616027832031",Computational Models of Complex Systems and Processes
"6.797054767608643,9.828134536743164",Computational Models of Complex Systems and Processes
"-1.6222617626190186,6.457363605499268",Computational Models of Complex Systems and Processes
"7.513955593109131,7.549200534820557",Computational Models of Complex Systems and Processes
"8.206722259521484,9.856584548950195",Computational Models of Complex Systems and Processes
"4.580206394195557,8.82424259185791",Computational Models of Complex Systems and Processes
"-2.448610305786133,10.740978240966797",Computational Models of Complex Systems and Processes
"5.121842861175537,8.82231330871582",Computational Models of Complex Systems and Processes
"0.0173575971275568,5.6814799308776855",Computational Models of Complex Systems and Processes
"3.684176206588745,12.10153865814209",Computational Models of Complex Systems and Processes
"-2.8465046882629395,8.40084171295166",Computational Models of Complex Systems and Processes
"2.447420597076416,9.654458999633789",Computational Models of Complex Systems and Processes
"5.692289352416992,11.816267013549805",Computational Models of Complex Systems and Processes
"7.379302024841309,11.79033374786377",Computational Models of Complex Systems and Processes
"2.4533727169036865,6.135702610015869",Computational Models of Complex Systems and Processes
"8.196764945983887,5.825397968292236",Computational Models of Complex Systems and Processes
"5.711894512176514,6.8899006843566895",Computational Models of Complex Systems and Processes
"3.981173276901245,13.261377334594727",Computational Models of Complex Systems and Processes
"0.5580374598503113,5.357319355010986",Computational Models of Complex Systems and Processes
"6.924076557159424,10.330498695373535",Computational Models of Complex Systems and Processes
"-1.6039472818374634,5.999447345733643",Computational Models of Complex Systems and Processes
"5.720468997955322,12.009775161743164",Computational Models of Complex Systems and Processes
"3.966036319732666,7.9567060470581055",Computational Models of Complex Systems and Processes
"3.627875328063965,10.083175659179688",Computational Models of Complex Systems and Processes
"3.988098382949829,7.610001564025879",Computational Models of Complex Systems and Processes
"1.7916525602340698,11.855534553527832",Computational Models of Complex Systems and Processes
"1.2075014114379883,6.209224700927734",Computational Models of Complex Systems and Processes
"3.37673020362854,9.573184967041016",Computational Models of Complex Systems and Processes
"7.324661731719971,12.69516372680664",Computational Models of Complex Systems and Processes
"1.8345686197280884,4.682277202606201",Computational Models of Complex Systems and Processes
"1.6281712055206299,4.7437920570373535",Computational Models of Complex Systems and Processes
"-1.8474677801132202,6.43269157409668",Computational Models of Complex Systems and Processes
"5.786087989807129,7.719066619873047",Computational Models of Complex Systems and Processes
"5.525637626647949,6.379471778869629",Computational Models of Complex Systems and Processes
"2.5040345191955566,11.01341438293457",Computational Models of Complex Systems and Processes
"1.4785234928131104,9.865974426269531",Computational Models of Complex Systems and Processes
"4.024129867553711,9.874895095825195",Computational Models of Complex Systems and Processes
"5.881164073944092,4.654961109161377",Computational Models of Complex Systems and Processes
"0.6255843043327332,8.18620491027832",Computational Models of Complex Systems and Processes
"6.325902462005615,12.21566390991211",Computational Models of Complex Systems and Processes
"7.242264270782471,13.416219711303711",Computational Models of Complex Systems and Processes
"1.8959662914276123,4.865673065185547",Computational Models of Complex Systems and Processes
"-0.7699227929115295,5.985058784484863",Computational Models of Complex Systems and Processes
"-0.40565788745880127,5.859776496887207",Computational Models of Complex Systems and Processes
"3.5823843479156494,6.351294994354248",Computational Models of Complex Systems and Processes
"6.5217719078063965,10.026355743408203",Computational Models of Complex Systems and Processes
"6.069581031799316,13.077987670898438",Computational Models of Complex Systems and Processes
"5.565228462219238,8.215288162231445",Computational Models of Complex Systems and Processes
"0.23670566082000732,7.900427341461182",Computational Models of Complex Systems and Processes
"1.8829879760742188,10.429262161254883",Computational Models of Complex Systems and Processes
"4.233566761016846,5.695176601409912",Computational Models of Complex Systems and Processes
"3.523564338684082,6.3160905838012695",Computational Models of Complex Systems and Processes
"3.7368662357330322,8.966551780700684",Computational Models of Complex Systems and Processes
"6.08906888961792,13.136281967163086",Computational Models of Complex Systems and Processes
"3.7170469760894775,12.326234817504883",Computational Models of Complex Systems and Processes
"-0.836764931678772,7.81207275390625",Computational Models of Complex Systems and Processes
"-0.9373459219932556,6.888710975646973",Computational Models of Complex Systems and Processes
"-0.25734248757362366,5.448235988616943",Computational Models of Complex Systems and Processes
"0.5174048542976379,6.302043437957764",Computational Models of Complex Systems and Processes
"-0.4650276005268097,5.482338905334473",Computational Models of Complex Systems and Processes
"6.611356258392334,12.748075485229492",Computational Models of Complex Systems and Processes
"7.851071834564209,13.03438663482666",Computational Models of Complex Systems and Processes
"2.314988136291504,9.747259140014648",Computational Models of Complex Systems and Processes
"7.869797706604004,10.409737586975098",Computational Models of Complex Systems and Processes
"3.0971221923828125,4.627813339233398",Computational Models of Complex Systems and Processes
"0.07058022916316986,7.074190139770508",Computational Models of Complex Systems and Processes
"4.465795993804932,6.154936790466309",Computational Models of Complex Systems and Processes
"-0.8947269916534424,4.986382007598877",Computational Models of Complex Systems and Processes
"4.511427879333496,9.561080932617188",Computational Models of Complex Systems and Processes
"3.8448293209075928,13.514163970947266",Computational Models of Complex Systems and Processes
"2.9664106369018555,9.286138534545898",Computational Models of Complex Systems and Processes
"-2.605234384536743,10.574352264404297",Computational Models of Complex Systems and Processes
"-0.8893980979919434,5.0023112297058105",Computational Models of Complex Systems and Processes
"1.917227029800415,8.515461921691895",Computational Models of Complex Systems and Processes
"2.3937020301818848,5.683355331420898",Computational Models of Complex Systems and Processes
"0.3761584460735321,8.325145721435547",Computational Models of Complex Systems and Processes
"-2.553678274154663,6.070265769958496",Computational Models of Complex Systems and Processes
"-2.8785927295684814,8.393621444702148",Computational Models of Complex Systems and Processes
"4.073413848876953,10.237529754638672",Computational Models of Complex Systems and Processes
"1.677528738975525,12.892261505126953",Computational Models of Complex Systems and Processes
"8.432062149047852,5.84140682220459",Computational Models of Complex Systems and Processes
"4.633135795593262,9.598344802856445",Computational Models of Complex Systems and Processes
"4.862522125244141,7.676244258880615",Computational Models of Complex Systems and Processes
"4.442880630493164,8.803361892700195",Computational Models of Complex Systems and Processes
"-1.8678241968154907,7.588312149047852",Computational Models of Complex Systems and Processes
"-1.8115273714065552,11.23397159576416",Computational Models of Complex Systems and Processes
"0.6186931729316711,8.21843433380127",Computational Models of Complex Systems and Processes
"3.330979824066162,4.519224166870117",Computational Models of Complex Systems and Processes
"7.787882328033447,7.7959136962890625",Computational Models of Complex Systems and Processes
"-1.938679575920105,8.650008201599121",Computational Models of Complex Systems and Processes
"-1.8872032165527344,8.216439247131348",Computational Models of Complex Systems and Processes
"7.710483551025391,10.320003509521484",Computational Models of Complex Systems and Processes
"7.122661113739014,9.737008094787598",Computational Models of Complex Systems and Processes
"4.593621253967285,13.041526794433594",Computational Models of Complex Systems and Processes
"7.6975250244140625,12.779435157775879",Computational Models of Complex Systems and Processes
"-0.8186326026916504,4.925120830535889",Computational Models of Complex Systems and Processes
"-2.2508630752563477,7.983742713928223",Computational Models of Complex Systems and Processes
"0.8698632121086121,8.707528114318848",Computational Models of Complex Systems and Processes
