Coordinates,Label
"7.1645188331604,8.167133331298828",Environmental Modeling and Prediction using Advanced Computing and AI
"-1.969038724899292,6.303721904754639",Environmental Modeling and Prediction using Advanced Computing and AI
"5.660638809204102,12.753477096557617",Environmental Modeling and Prediction using Advanced Computing and AI
"0.42018938064575195,9.355755805969238",Environmental Modeling and Prediction using Advanced Computing and AI
"-0.6118193864822388,6.0031232833862305",Environmental Modeling and Prediction using Advanced Computing and AI
"8.022987365722656,12.819266319274902",Environmental Modeling and Prediction using Advanced Computing and AI
"0.2346525937318802,11.260658264160156",Environmental Modeling and Prediction using Advanced Computing and AI
"7.269198894500732,9.719016075134277",Environmental Modeling and Prediction using Advanced Computing and AI
"3.129913806915283,8.02348518371582",Environmental Modeling and Prediction using Advanced Computing and AI
"7.906243801116943,7.980234622955322",Environmental Modeling and Prediction using Advanced Computing and AI
"5.867734432220459,4.750967979431152",Environmental Modeling and Prediction using Advanced Computing and AI
"0.6318410634994507,10.909934997558594",Environmental Modeling and Prediction using Advanced Computing and AI
"3.669965982437134,6.111076354980469",Environmental Modeling and Prediction using Advanced Computing and AI
"2.012968063354492,11.712928771972656",Environmental Modeling and Prediction using Advanced Computing and AI
"2.272676706314087,9.662138938903809",Environmental Modeling and Prediction using Advanced Computing and AI
"5.338064670562744,12.626886367797852",Environmental Modeling and Prediction using Advanced Computing and AI
"8.692623138427734,7.931306838989258",Environmental Modeling and Prediction using Advanced Computing and AI
"7.569711685180664,8.958525657653809",Environmental Modeling and Prediction using Advanced Computing and AI
"8.214869499206543,7.196402072906494",Environmental Modeling and Prediction using Advanced Computing and AI
"7.928158760070801,6.633793354034424",Environmental Modeling and Prediction using Advanced Computing and AI
"7.489580154418945,9.228448867797852",Environmental Modeling and Prediction using Advanced Computing and AI
"2.689760684967041,10.659032821655273",Environmental Modeling and Prediction using Advanced Computing and AI
"7.677553653717041,8.799952507019043",Environmental Modeling and Prediction using Advanced Computing and AI
"10.08588695526123,6.123243808746338",Environmental Modeling and Prediction using Advanced Computing and AI
"-0.02294173464179039,5.691561222076416",Environmental Modeling and Prediction using Advanced Computing and AI
"-0.5199159383773804,5.294546127319336",Environmental Modeling and Prediction using Advanced Computing and AI
"2.184786558151245,6.480441570281982",Environmental Modeling and Prediction using Advanced Computing and AI
"4.416562080383301,8.92398452758789",Environmental Modeling and Prediction using Advanced Computing and AI
"-2.2476401329040527,9.67248821258545",Environmental Modeling and Prediction using Advanced Computing and AI
"0.4373834729194641,7.0821356773376465",Environmental Modeling and Prediction using Advanced Computing and AI
"7.330090522766113,7.99757719039917",Environmental Modeling and Prediction using Advanced Computing and AI
"4.070859909057617,9.763677597045898",Environmental Modeling and Prediction using Advanced Computing and AI
"3.3678553104400635,7.2558770179748535",Environmental Modeling and Prediction using Advanced Computing and AI
"-0.7316777110099792,6.929443359375",Environmental Modeling and Prediction using Advanced Computing and AI
"3.4413959980010986,7.33176851272583",Environmental Modeling and Prediction using Advanced Computing and AI
"4.76545524597168,6.094482898712158",Environmental Modeling and Prediction using Advanced Computing and AI
"2.3964920043945312,4.5675272941589355",Environmental Modeling and Prediction using Advanced Computing and AI
"6.3758087158203125,5.22202730178833",Environmental Modeling and Prediction using Advanced Computing and AI
"6.400261402130127,7.1036376953125",Environmental Modeling and Prediction using Advanced Computing and AI
"4.604865550994873,9.98504638671875",Environmental Modeling and Prediction using Advanced Computing and AI
"-1.9092398881912231,7.56971549987793",Environmental Modeling and Prediction using Advanced Computing and AI
"3.201202630996704,13.693532943725586",Environmental Modeling and Prediction using Advanced Computing and AI
"8.97921371459961,7.964754104614258",Environmental Modeling and Prediction using Advanced Computing and AI
"2.1335883140563965,6.682848930358887",Environmental Modeling and Prediction using Advanced Computing and AI
"6.827291011810303,9.54687786102295",Environmental Modeling and Prediction using Advanced Computing and AI
"4.558320045471191,5.017436981201172",Environmental Modeling and Prediction using Advanced Computing and AI
"2.887328624725342,7.986307621002197",Environmental Modeling and Prediction using Advanced Computing and AI
"1.9901494979858398,5.997345924377441",Environmental Modeling and Prediction using Advanced Computing and AI
"1.6527546644210815,13.123040199279785",Environmental Modeling and Prediction using Advanced Computing and AI
"-1.7533172369003296,10.89426040649414",Environmental Modeling and Prediction using Advanced Computing and AI
"5.578924655914307,8.47264289855957",Environmental Modeling and Prediction using Advanced Computing and AI
"0.2767329514026642,6.255367755889893",Environmental Modeling and Prediction using Advanced Computing and AI
"4.966062068939209,9.658590316772461",Environmental Modeling and Prediction using Advanced Computing and AI
"0.7695825695991516,4.9775004386901855",Environmental Modeling and Prediction using Advanced Computing and AI
"3.23293399810791,5.162246227264404",Environmental Modeling and Prediction using Advanced Computing and AI
"0.08412155508995056,6.20543909072876",Environmental Modeling and Prediction using Advanced Computing and AI
"8.824783325195312,11.831589698791504",Environmental Modeling and Prediction using Advanced Computing and AI
"4.312739849090576,5.812795639038086",Environmental Modeling and Prediction using Advanced Computing and AI
"8.145918846130371,8.011702537536621",Environmental Modeling and Prediction using Advanced Computing and AI
"6.231210231781006,6.582208633422852",Environmental Modeling and Prediction using Advanced Computing and AI
"6.98530912399292,10.328486442565918",Environmental Modeling and Prediction using Advanced Computing and AI
"-1.874212384223938,6.290011882781982",Environmental Modeling and Prediction using Advanced Computing and AI
"-2.4792168140411377,10.719523429870605",Environmental Modeling and Prediction using Advanced Computing and AI
"0.7707335948944092,5.958122730255127",Environmental Modeling and Prediction using Advanced Computing and AI
"7.073337554931641,9.62240219116211",Environmental Modeling and Prediction using Advanced Computing and AI
"1.4169179201126099,4.534906387329102",Environmental Modeling and Prediction using Advanced Computing and AI
"1.9105685949325562,9.348052978515625",Environmental Modeling and Prediction using Advanced Computing and AI
"5.832328796386719,6.505702495574951",Environmental Modeling and Prediction using Advanced Computing and AI
"0.8106942772865295,7.008816719055176",Environmental Modeling and Prediction using Advanced Computing and AI
"-0.39108049869537354,5.12897253036499",Environmental Modeling and Prediction using Advanced Computing and AI
"-0.6478590965270996,5.85118293762207",Environmental Modeling and Prediction using Advanced Computing and AI
"5.893704891204834,8.587646484375",Environmental Modeling and Prediction using Advanced Computing and AI
"0.2173619568347931,5.250186443328857",Environmental Modeling and Prediction using Advanced Computing and AI
"-1.6618595123291016,11.355894088745117",Environmental Modeling and Prediction using Advanced Computing and AI
"-0.8000391721725464,5.563137531280518",Environmental Modeling and Prediction using Advanced Computing and AI
"-2.8692798614501953,8.563775062561035",Environmental Modeling and Prediction using Advanced Computing and AI
"5.672746658325195,4.482289791107178",Environmental Modeling and Prediction using Advanced Computing and AI
"8.31371021270752,5.496203422546387",Environmental Modeling and Prediction using Advanced Computing and AI
"8.026108741760254,6.2780303955078125",Environmental Modeling and Prediction using Advanced Computing and AI
"6.186980247497559,9.842819213867188",Environmental Modeling and Prediction using Advanced Computing and AI
"8.093355178833008,12.875800132751465",Environmental Modeling and Prediction using Advanced Computing and AI
"-1.8990490436553955,6.40927791595459",Environmental Modeling and Prediction using Advanced Computing and AI
"-2.1844351291656494,6.427288055419922",Environmental Modeling and Prediction using Advanced Computing and AI
"0.8648490309715271,10.88394546508789",Environmental Modeling and Prediction using Advanced Computing and AI
"0.40847015380859375,9.417149543762207",Environmental Modeling and Prediction using Advanced Computing and AI
"-1.3496133089065552,6.39541482925415",Environmental Modeling and Prediction using Advanced Computing and AI
"8.549492835998535,12.240297317504883",Environmental Modeling and Prediction using Advanced Computing and AI
"-0.21894030272960663,6.673462867736816",Environmental Modeling and Prediction using Advanced Computing and AI
"-2.4367196559906006,11.010769844055176",Environmental Modeling and Prediction using Advanced Computing and AI
"2.076159954071045,11.7007417678833",Environmental Modeling and Prediction using Advanced Computing and AI
"-0.19245313107967377,8.003071784973145",Environmental Modeling and Prediction using Advanced Computing and AI
"5.967776298522949,9.819574356079102",Environmental Modeling and Prediction using Advanced Computing and AI
"6.41687536239624,7.688464164733887",Environmental Modeling and Prediction using Advanced Computing and AI
"2.504713296890259,13.715601921081543",Environmental Modeling and Prediction using Advanced Computing and AI
"6.151943683624268,4.914812088012695",Environmental Modeling and Prediction using Advanced Computing and AI
"-0.2071540802717209,9.257643699645996",Environmental Modeling and Prediction using Advanced Computing and AI
